source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
771c5ee1e2a6d02344c4c1de6fe722d2,,development-plan-document,,ab4dcf8129c2c774eac89816c2890390e80799cc248fc89f7a67eb50c43be0b9,,local-authority-eng:BKM,development-plan-document,2021-01-22T00:00:00Z,2021-01-22,
83c729f4611921bcc4bdc9e6f381487f,,development-plan-document,,5d0613c11c84f82018b1f62fc4694f0c61b9cdd936f393ed1685a058a736dac3,,local-authority-eng:LBH,development-plan-document,2021-02-10T00:00:00Z,2021-02-10,
e57d2516f0b0e3b182a57b8cad4caf9b,,development-plan-document,,25278c3b3f68fa04c760c30e02d56dddd65f7a723c28b1488cf367bd08467c1d,,local-authority-eng:SWK,development-plan-document,2021-02-10T00:00:00Z,2021-02-10,
b3d4543b0cba2d52ea0623825267494d,,development-plan-document,,87b3754e109c31b1ad6ab7910f27ca1e1b3ebd28b93af794680a4627cab9f231,,,development-plan-document,2021-03-29T00:00:00Z,2021-03-29,
ddb69346136f0da0cbfd349af7e9d202,,development-plan-document,,4ebc6afb469a3efcdb72772aa7b3c8d74725297d362002bc5385986fd5e08c00,,,development-plan-document,2021-09-20T00:00:00Z,2021-09-20,
ddb69346136f0da0cbfd349af7e9d202,,development-plan-document,,4ebc6afb469a3efcdb72772aa7b3c8d74725297d362002bc5385986fd5e08c00,,,development-plan-document,2021-09-20T00:00:00Z,2021-09-20,2021-09-21
35f6c6371e51cc924dc758dcba5931f9,,development-plan-document,,2211e0a4933eb20d1bca0363995b60db0271021a30c4d7910cb5e85085d2739b,,,development-plan-document,2021-09-21T00:00:00Z,2021-09-21,
